msa_name,msa_code,5-Year Household Growth,1-Year Household Growth,Population,5-Year Population Growth,1-Year Population Growth,Vacancy_Rate,ACS_1_Year_Median_Price,5-Year Price Growth,ACS_1_Year_Median_Rent,5-Year Rent Growth,ACS_1_Year_Rent-Price_Ratio,Total_Units,msa_name_original,Population_Size_Category,msa_code_bls,Jobs,5-Year Job Growth,Income,5-Year Income Growth,Unemployment_Rate,permit_data_for_year,sfh_permits,duplex_unit_permits,small_multifamily_unit_permits,commercial_multifamily_unit_permits,total_unit_permits,percent_sfh,percent_duplex,percent_small_multi,percent_large_multi,Permits_as_Percent_of_Total_Units,housecanary_median_price,housecanary_median_rent,hc_median_rent_upper_bound,housecanary_rentpriceratio,1-Year Price Forecast,1-Year Rent Forecast,state,metro_or_micro_area,median_prop_taxes_by_msa,insurance,1-Year_HH_Growth_Minus_Percent_New_Supply,Median_Prop_Tax_Rate,Normalized Total Employment,5-Year Job Growth x Normalized,RANK_5-Year Household Growth,RANK_5-Year Population Growth,RANK_5-Year Job Growth,RANK_5-Year Job Growth x Normalized,RANK_Income,RANK_5-Year Income Growth,RANK_Unemployment_Rate,RANK_Permits_as_Percent_of_Total_Units,RANK_1-Year_HH_Growth_Minus_Percent_New_Supply,RANK_ACS_1_Year_Rent-Price_Ratio,RANK_housecanary_rentpriceratio,RANK_1-Year Price Forecast,RANK_ACS_1_Year_Median_Price,RANK_insurance,RANK_Median_Prop_Tax_Rate,RANK_Vacancy_Rate
"Decatur, IL",19500,-0.021394719025050777,0.002265162721893491,103542.0,-0.03759747924935169,-0.007562469448198522,0.1285246297003436,115300.0,0.12928501469147893,656.0,0.18840579710144928,0.5689505637467476,49757.0,"Decatur, IL",2,19500,48200.0,-0.04743083003952564,45303.96,-0.09158872657887329,6.3,2023.0,34.0,0.0,0.0,0.0,34.0,100.0,0.0,0.0,0.0,0.000683320939767269,122400.0,1555.0,2544.0,0.012704248366013072,0.06680907962072125,,IL,Metropolitan Statistical Area,2410.0,3587.0,0.001581841782126222,0.02090199479618387,0.003280357999667068,-0.0155590102751007,9,8,8,38,72,9,19,364,145,366,320,339,367,139,11,97
"Gulfport, MS",25060,0.05020553112886021,0.018462217736848745,416839.0,0.026537753993838394,0.005298546698115482,0.1282091429867234,204700.0,0.38404327248140635,860.0,0.29518072289156627,0.4201270151441133,185213.0,"Gulfport-Biloxi, MS",3,25060,166400.0,0.0639386189258313,47852.48,0.033153327121060894,3.0,2023.0,2942.0,14.0,17.0,90.0,3049.0,96.49065267300756,0.4591669399803214,0.5575598556903902,2.951787471302066,0.016462127388466252,233100.0,1572.0,1990.0,0.006743886743886744,0.026663561284188564,0.029126213592232997,MS,Metropolitan Statistical Area,1338.0,3941.0,0.0020000903483824925,0.0065363947239863215,0.014854636076104306,0.09497849153519393,194,172,244,266,101,37,333,82,156,308,247,85,285,95,207,98
"St. Joseph, MO",41140,-0.008896532687856977,-4.2844901456726646e-05,121952.0,-0.04078277763357638,-0.0065495780246994035,0.1281821407893016,172000.0,0.30599848139711466,702.0,0.3048327137546468,0.40813953488372096,53541.0,"St. Joseph, MO-KS",2,41140,61400.0,-0.01759999999999995,55276.0,0.289892003397646,3.6,2023.0,75.0,2.0,2.0,20.0,97.0,77.31958762886597,2.061855670103093,2.061855670103093,20.61855670103093,0.00181169570982985,183000.0,1168.0,1522.0,0.006382513661202186,0.06332897076473754,,MO,Metropolitan Statistical Area,1134.0,4114.0,-0.0018545406112865765,0.006593023255813953,0.0045729169726702115,-0.008048333871899549,22,6,42,54,223,292,275,347,80,293,216,322,335,86,205,99
"Roanoke, VA",40220,-0.006128955067194652,-0.0009233825286714155,314708.0,0.00523526762470893,0.000658185506564367,0.1280306108627929,258300.0,0.448681996634885,841.0,0.17952314165497896,0.3255903987611305,147660.0,"Roanoke, VA",3,40220,168300.0,0.03569230769230769,51783.68,0.14352643968536505,3.5,2023.0,490.0,12.0,12.0,119.0,621.0,78.90499194847021,1.932367149758454,1.932367149758454,19.162640901771336,0.004205607476635514,268800.0,1626.0,2131.0,0.0060491071428571425,0.06139469563869726,0.013111888111888126,VA,Metropolitan Statistical Area,2003.0,2694.0,-0.005128990005306929,0.007754548974061169,0.015040686231309304,0.05368368008713474,28,101,186,222,157,116,288,281,38,125,173,315,197,226,170,100
"San Luis Obispo, CA",42020,0.02908305091199878,0.012257702032025471,281712.0,0.005686868795047819,-0.0037450799410123385,0.1280088409912235,817600.0,0.37851964255606135,1781.0,0.37955073586367155,0.21783268101761252,123968.0,"San Luis Obispo-Paso Robles, CA",3,42020,119500.0,0.007588532883642474,58911.32000000001,0.5279448655355652,4.4,2023.0,589.0,4.0,4.0,369.0,962.0,61.226611226611226,0.4158004158004158,0.4158004158004158,38.357588357588355,0.00776006711409396,931400.0,2875.0,3534.0,0.0030867511273351945,0.03696641667795686,-0.05323542909591539,CA,Metropolitan Statistical Area,4598.0,1772.0,0.0044976349179315115,0.005623776908023483,0.010262134876570411,0.0077874547967228865,112,106,112,124,288,364,135,195,227,7,5,156,10,358,259,101
"Lynchburg, VA",31340,0.03244337948527716,0.007858988412151581,262124.0,0.012081314311087086,0.0034145893305567465,0.127222645986948,248600.0,0.4436701509872242,800.0,0.2903225806451613,0.32180209171359614,117990.0,"Lynchburg, VA",3,31340,105700.0,-0.0037700282752121117,45282.64,0.1193346872670249,4.1,2023.0,972.0,12.0,12.0,108.0,1092.0,89.01098901098901,1.098901098901099,1.098901098901099,9.89010989010989,0.009255021612001016,264800.0,1597.0,2071.0,0.006030966767371602,0.048256594840666134,,VA,Metropolitan Statistical Area,1656.0,2694.0,-0.0013960331998494353,0.00666130329847144,0.008910823222976216,-0.003359405550603705,127,128,80,74,71,91,183,168,87,116,170,244,209,222,201,102
"Abilene, TX",10180,0.07795391674534943,0.011565186302093858,176656.0,0.04530177514792899,0.008074594415690393,0.1269788033270727,180400.0,0.5096234309623431,985.0,0.36426592797783935,0.5460088691796009,74540.0,"Abilene, TX",2,10180,78400.0,0.07544581618655699,53097.2,0.3798648648648648,3.8,2023.0,342.0,56.0,56.0,64.0,462.0,74.02597402597402,12.12121212121212,12.12121212121212,13.852813852813853,0.006198014488865039,183100.0,1379.5,1777.0,0.007534134352812671,0.03815034603943501,0.02049910873440286,TX,Metropolitan Statistical Area,2256.0,4643.0,0.00536717181322882,0.012505543237250555,0.006237576256083351,0.04705990316660968,264,247,276,214,181,341,240,230,245,364,284,171,325,51,84,103
"Birmingham, AL",13820,0.030977079505111742,0.011093315275138722,1179346.0,0.030809450597283274,0.0036227043228215052,0.1263932220744501,247900.0,0.46340023612750886,882.0,0.3144560357675112,0.3557886244453409,519569.0,"Birmingham, AL",5,13820,574600.0,0.04624908958485063,56718.48,0.15703829426116478,3.1,2023.0,3042.0,22.0,26.0,324.0,3392.0,89.68160377358491,0.6485849056603774,0.7665094339622641,9.55188679245283,0.006528488035275392,252500.0,1607.0,2018.0,0.0063643564356435645,0.032670350606898824,0.0474934036939314,AL,Metropolitan Statistical Area,1167.0,3798.0,0.00456482723986333,0.004707543364259782,0.05482604310488333,0.25356545791406315,123,195,216,316,246,133,328,216,230,198,214,132,211,113,310,104
"Manhattan, KS",31740,0.0251875558511191,0.011233421478793842,133834.0,-0.0062815562815562815,-0.002712410021013726,0.1257399071350086,220400.0,0.03571428571428571,907.0,0.3106936416184971,0.411524500907441,56426.0,"Manhattan, KS",2,31740,42800.0,-0.0092592592592593,54255.23999999999,0.4059695458833039,3.7,2023.0,215.0,10.0,10.0,32.0,257.0,83.65758754863813,3.891050583657587,3.891050583657587,12.45136186770428,0.004554637932867827,,,,,0.05834060091595128,,KS,Metropolitan Statistical Area,3263.0,5688.0,0.006678783545926015,0.014804900181488204,0.0027515838743476006,-0.00254776284661816,96,64,62,79,204,348,270,270,272,297,361,299,257,9,44,105
"Valdosta, GA",46660,0.049074198955704126,0.020160383721801695,148203.0,0.029409108905389354,0.006430977345575053,0.1251365769008291,205900.0,0.504017531044558,767.0,0.36476868327402134,0.37251092763477417,62236.0,"Valdosta, GA",2,46660,57500.0,0.010544815465729274,46875.92,0.1679212282179181,4.7,2023.0,883.0,6.0,6.0,73.0,962.0,91.7879417879418,0.6237006237006237,0.6237006237006237,7.588357588357589,0.015457291599717206,,,,,0.034904959078270625,,GA,Metropolitan Statistical Area,1447.0,2881.0,0.004703092122084489,0.007027683341427878,0.004191024548828374,0.004419358047973649,191,184,122,110,86,143,97,94,234,228,354,145,283,215,187,106
"Gainesville, FL",23540,0.11381067758375804,0.03414785509270033,341067.0,0.07670573825090207,0.014108503160661508,0.1246864781815078,279300.0,0.5171102661596958,1138.0,0.3499406880189798,0.40744718940207664,152302.0,"Gainesville, FL",3,23540,160100.0,0.06947227788911148,57238.48,0.5014458751636841,3.9,2023.0,1247.0,4.0,11.0,687.0,1945.0,64.11311053984576,0.2056555269922879,0.5655526992287918,35.32133676092545,0.01277067930821657,266400.0,1707.0,2197.0,0.006407657657657657,0.032420406333866225,-0.017450682852807375,FL,Metropolitan Statistical Area,2313.0,4984.0,0.02137717578448376,0.008281417830290011,0.01423773292989826,0.09891277386168452,324,314,255,270,255,362,214,113,365,292,219,128,169,24,156,107
"Tallahassee, FL",45220,0.03844735764031135,0.013223988381543709,386064.0,0.02221492610028755,0.00866629914800116,0.1240864562276473,289200.0,0.5829228243021346,1034.0,0.37866666666666665,0.3575380359612725,173637.0,"Tallahassee, FL",3,45220,203100.0,0.09902597402597402,50313.64,0.24278466379808616,3.9,2023.0,1433.0,20.0,20.0,1237.0,2690.0,53.27137546468401,0.7434944237918215,0.7434944237918215,45.98513011152416,0.015492089819566107,257800.0,1674.0,2190.0,0.006493405740884407,0.011535198686470016,-0.04302670623145399,FL,Metropolitan Statistical Area,2000.0,4984.0,-0.0022681014380223977,0.006915629322268326,0.01844834170559032,0.182686500656008,151,161,309,297,131,230,215,93,74,203,228,19,156,27,195,108
"Parkersburg, WV",37620,-0.021901030178789214,0.010509101632664004,89474.0,-0.025507536812755947,-0.005203353272108692,0.1240297466883569,162300.0,0.28199052132701424,619.0,0.08216783216783216,0.381392483056069,43030.0,"Parkersburg-Vienna, WV",1,37620,39800.0,0.028423772609819098,40270.36,0.06329548418985897,4.5,2023.0,96.0,0.0,0.0,0.0,96.0,100.0,0.0,0.0,0.0,0.0022310016267720195,,,,,0.03724644150012524,,WV,Metropolitan Statistical Area,887.0,2354.0,0.008278100005891985,0.005465187923598275,0.0024578204713923404,0.006986053019461427,8,20,170,120,24,48,131,331,296,246,357,160,344,254,269,109
"Waco, TX",47380,0.07075715421303656,0.010417252695733709,296507.0,0.055320254552184624,0.010658531597245892,0.1231386398034078,250500.0,0.5814393939393939,867.0,0.26200873362445415,0.3461077844311377,122894.0,"Waco, TX",3,47380,138800.0,0.10597609561752996,53140.36,0.17436221558262477,4.1,2023.0,744.0,88.0,168.0,847.0,1759.0,42.29675952245594,5.002842524161456,9.550881182490052,48.152359295054005,0.014313147916090289,251200.0,1634.0,2177.0,0.006504777070063694,0.022348423106894444,,TX,Metropolitan Statistical Area,2811.0,4643.0,-0.00389589522035658,0.011221556886227545,0.012152012768915916,0.1287822867144078,249,269,320,281,182,153,189,101,49,164,230,55,206,50,110,110
"Scranton, PA",42540,0.028170078460136472,0.008366285482598214,567287.0,0.016749052768925802,0.0009598706997704427,0.1226676680663503,189500.0,0.3487544483985765,832.0,0.32273449920508746,0.43905013192612136,263631.0,"Scranton--Wilkes-Barre, PA",4,42540,271800.0,0.02876608629825883,47081.84,0.11555758165666608,4.8,2023.0,488.0,30.0,50.0,35.0,573.0,85.16579406631763,5.2356020942408374,8.726003490401396,6.108202443280978,0.0021734924951921438,192100.0,1270.0,1851.0,0.006611140031233732,0.06422145530002088,0.041254125412541365,PA,Metropolitan Statistical Area,2753.0,2130.0,0.006192792987406071,0.014527704485488126,0.025175523633265768,0.07242012854383778,108,140,172,249,92,84,94,334,261,328,240,329,311,294,49,111
"Morristown, TN",34100,0.03580833202043618,0.02521719759411896,119548.0,0.02746837183718372,0.008486443623357123,0.1226384520064817,247800.0,0.689161554192229,688.0,0.31047619047619046,0.27764326069410816,52455.0,"Morristown, TN",2,34100,49500.0,0.044303797468354444,44102.24,0.23267880761013338,3.6,2023.0,685.0,12.0,115.0,32.0,832.0,82.33173076923077,1.4423076923076923,13.822115384615383,3.8461538461538463,0.015861214374225528,260200.0,1649.0,2166.0,0.006337432744043044,0.06658824720832479,,TN,Metropolitan Statistical Area,858.0,3737.0,0.009355983219893432,0.003462469733656174,0.003407655474281014,0.015097207797447535,142,175,210,157,63,216,281,87,312,48,211,337,213,120,350,112
"Morgantown, WV",34060,0.11802085382648042,0.012092609082813892,140194.0,0.01977814148026914,0.00166474946592265,0.1221964782205746,235000.0,0.36946386946386944,808.0,0.16594516594516595,0.34382978723404256,64740.0,"Morgantown, WV",2,34060,72800.0,0.008310249307479145,50499.8,0.18512416864970405,3.6,2023.0,17.0,0.0,0.0,0.0,17.0,100.0,0.0,0.0,0.0,0.0002625888168056843,237200.0,1552.0,2176.0,0.006543001686340641,0.028862672831696523,,WV,Metropolitan Statistical Area,1103.0,2354.0,0.011830020266008207,0.004693617021276596,0.0056892179039001985,0.0047278819145984575,328,151,114,112,133,166,273,367,334,160,233,95,233,252,311,113
"Lafayette, LA",29180,0.046590405711754435,0.01504305688057165,409907.0,-0.010572380982265917,0.0013117717468304957,0.1221196771743466,219700.0,0.3437308868501529,763.0,0.21496815286624205,0.34729176149294494,183009.0,"Lafayette, LA",3,29180,204000.0,-0.0024449877750610804,51366.119999999995,0.05702392672173939,4.0,2023.0,2008.0,0.0,0.0,378.0,2386.0,84.15758591785415,0.0,0.0,15.84241408214585,0.013037610172177324,183200.0,1269.0,1841.0,0.006926855895196506,0.008043270455194262,-0.0064814814814816435,LA,Metropolitan Statistical Area,1148.0,4409.0,0.002005446708394325,0.005225307237141557,0.018536470726476895,-0.004532144431901359,183,50,85,66,148,45,199,109,157,168,261,11,258,71,284,114
"Charleston, SC",16700,0.1324076872477733,0.026639159306298756,803398.0,0.0795530741270769,0.017047036960143404,0.1205889174830736,384800.0,0.5215500197706603,1505.0,0.5095285857572718,0.3911122661122661,362156.0,"Charleston-North Charleston, SC",4,16700,431700.0,0.147222960403933,60777.6,0.26001228964758893,4.6,2023.0,6184.0,82.0,316.0,2073.0,8573.0,72.13344220226291,0.9564913099265134,3.685990901668028,24.180566896069053,0.023672119197252012,387600.0,2295.0,2825.0,0.0059210526315789476,0.053656339952639076,0.05003166561114636,SC,Metropolitan Statistical Area,1573.0,3219.0,0.0029670401090467445,0.004087837837837838,0.040833113010781116,0.601157177995555,341,317,352,345,311,255,110,33,188,265,160,277,84,176,325,115
"Pensacola, FL",37860,0.09873180791625337,0.021002145520444934,510290.0,0.07045911282100767,0.014144240648842446,0.1196499452197496,308600.0,0.817432273262662,1175.0,0.5141752577319587,0.380751782242385,222708.0,"Pensacola-Ferry Pass-Brent, FL",4,37860,205600.0,0.10005350454788653,40482.52,0.07145708033416365,3.7,2023.0,2797.0,12.0,21.0,5.0,2823.0,99.07899397803754,0.4250797024442083,0.7438894792773645,0.1771165426850867,0.012675790721482838,329200.0,1775.0,2204.0,0.005391859052247873,0.02078267243880294,-0.0174064403829417,FL,Metropolitan Statistical Area,1502.0,4984.0,0.008326354798962095,0.0048671419313026576,0.018693144541386368,0.18703146223859013,304,302,311,300,27,57,256,116,297,243,107,49,137,31,303,116
"San Angelo, TX",41660,0.054128838985570214,0.013299333934184783,120837.0,0.019738729767591015,0.0019402502425312803,0.1188591963910234,199000.0,0.28886010362694303,885.0,0.2073669849931787,0.44472361809045224,52314.0,"San Angelo, TX",2,41660,53300.0,0.06387225548902187,49164.44,0.4503075577917197,3.8,2023.0,252.0,0.0,0.0,0.0,252.0,100.0,0.0,0.0,0.0,0.004817066177313912,,,,,0.03067433320210977,,TX,Metropolitan Statistical Area,2315.0,4643.0,0.008482267756870871,0.011633165829145729,0.0037797557846910097,0.02414215271658925,204,150,243,176,118,354,235,259,299,334,364,114,293,61,105,117
"Weirton, WV",48260,-0.014733953710331663,0.002508750278188035,116536.0,-0.03158629515444128,-0.007748241745142448,0.1184194139519988,126200.0,0.4053452115812918,559.0,0.28211009174311924,0.4429477020602219,56207.0,"Weirton-Steubenville, WV-OH",2,48260,39700.0,-0.026960784313725505,34529.04,-0.10121819166215484,6.5,2023.0,14.0,2.0,2.0,0.0,16.0,87.5,12.5,12.5,0.0,0.00028466205276922804,133500.0,1095.0,1440.0,0.008202247191011236,0.06000940755658846,,WV,Metropolitan Statistical Area,1129.0,2354.0,0.002224088225418807,0.008946117274167987,0.0024480283579604986,-0.0066000764552856615,15,11,20,57,5,7,15,366,166,333,300,305,364,248,142,118
"Kokomo, IN",29020,0.012131565232497539,0.008161735017592433,83452.0,0.01206689547279188,0.0012357676756769727,0.1175371721404589,169300.0,0.3775427176566314,741.0,0.31150442477876106,0.4376845835794448,39613.0,"Kokomo, IN",1,29020,37400.0,-0.06733167082294267,38760.28,0.10300689573529853,11.0,2023.0,114.0,24.0,24.0,0.0,138.0,82.6086956521739,17.391304347826086,17.391304347826086,0.0,0.0034837048443692726,179500.0,1323.0,1762.0,0.007370473537604456,0.06713063658563012,,IN,Metropolitan Statistical Area,906.0,3620.0,0.0046780301732231595,0.005351447135262847,0.0022228097490281326,-0.014966549432359004,65,127,3,39,19,77,3,302,233,327,274,340,340,133,279,119
"Jefferson City, MO",27620,0.014494557871523085,0.011633887243513576,150182.0,-0.0057859336934646755,-0.00512732186862397,0.1164069518882245,212600.0,0.3213175885643257,632.0,0.3084886128364389,0.29727187206020694,64558.0,"Jefferson City, MO",2,27620,83300.0,0.0625,50603.8,0.4458162476971532,3.5,2023.0,174.0,10.0,18.0,0.0,192.0,90.625,5.208333333333333,9.375,0.0,0.002974069828681186,,,,,0.06101613036925313,,MO,Metropolitan Statistical Area,1586.0,4114.0,0.008659817414832391,0.007460018814675447,0.006717389814243608,0.04198368633902255,70,65,239,204,139,353,293,310,305,84,341,312,271,91,178,120
"Salisbury, MD",41540,0.0549839439019595,0.01532639545884579,128487.0,0.00525759887337167,0.003357879694198677,0.1162390659883614,248500.0,0.07204486626402071,1021.0,0.23907766990291263,0.4108651911468813,54646.0,"Salisbury, MD",2,41540,175400.0,0.037869822485207205,48374.04,0.18875230014312017,3.8,2023.0,4177.0,90.0,110.0,607.0,4894.0,85.34940743767879,1.8389865140988968,2.2476501838986516,12.40294237842256,0.08955824763020166,376200.0,1919.0,2602.0,0.005101010101010101,0.04772399704668251,0.049311094996374205,MD,Metropolitan Statistical Area,1932.0,2131.0,-0.07423185217135587,0.0077746478873239435,0.015735926284970086,0.05959167350521233,209,102,191,233,107,170,234,1,1,296,86,239,210,281,169,121
"Sherman, TX",43300,0.09535226077812829,0.020834558319123498,137008.0,0.08610657492112314,0.020885958049253008,0.1160667311576124,281700.0,0.727161250766401,1112.0,0.5129251700680272,0.3947461838835641,58923.0,"Sherman-Denison, TX",2,43300,54000.0,0.10655737704918034,63183.119999999995,0.41389622630531675,4.2,2023.0,1162.0,26.0,26.0,1259.0,2447.0,47.48671843073151,1.0625255414793624,1.0625255414793624,51.45075602778913,0.04152877484174261,266800.0,1635.0,2188.0,0.0061281859070464765,0.02841503882969243,-0.0032546786004882255,TX,Metropolitan Statistical Area,2352.0,4643.0,-0.020694216522619113,0.008349307774227903,0.003848300578713904,0.041006481576459634,296,327,323,202,328,350,176,4,5,270,182,90,166,54,154,122
"Santa Fe, NM",42140,0.10080939481922434,0.030521137026239067,154481.0,0.04722941551310384,0.005526192459904187,0.1153374872904554,485300.0,0.6389733198243837,1123.0,0.2101293103448276,0.23140325571811252,76714.0,"Santa Fe, NM",2,42140,64000.0,0.0015649452269170805,47235.24,0.16923888838831758,4.0,2023.0,264.0,0.0,0.0,662.0,926.0,28.5097192224622,0.0,0.0,71.49028077753779,0.012070808457387179,498850.0,2273.0,3111.0,0.004556479903778691,0.0450869127456659,,NM,Metropolitan Statistical Area,1759.0,3489.0,0.018450328568851888,0.0036245621265196784,0.0048275119218981035,0.0007554791740059739,307,250,100,97,93,145,211,124,362,15,47,224,43,146,346,123
"Coeur d'Alene, ID",17660,0.1380768773461519,0.03216563453184213,173396.0,0.1549877437919642,0.03017520511891253,0.1147372037100652,556500.0,1.0126582278481013,1322.0,0.5212888377445339,0.23755615453728662,75686.0,"Coeur d'Alene, ID",2,17660,77000.0,0.12244897959183665,50537.24,0.14146954499541953,4.2,2023.0,1406.0,64.0,86.0,551.0,2043.0,68.8203622124327,3.1326480665687715,4.209495839451787,26.970141948115515,0.026993103083793567,540700.0,2290.0,2709.0,0.004235250601072683,0.04808996639419494,,ID,Metropolitan Statistical Area,1820.0,2449.0,0.005172531448048565,0.003270440251572327,0.006100486668037562,0.0746998367514803,350,366,338,250,135,114,172,27,244,17,31,243,31,242,354,124
"Hattiesburg, MS",25620,0.07602499954179726,0.009317998177660873,153853.0,0.03675226922014299,0.00581182500457624,0.1146816660132098,192000.0,0.24432922877511343,817.0,0.27856025039123633,0.42552083333333335,66314.0,"Hattiesburg, MS",2,25620,69800.0,0.05918057663125942,53054.56,0.30313944874447585,2.8,2023.0,131.0,2.0,2.0,36.0,169.0,77.51479289940828,1.183431952662722,1.183431952662722,21.301775147928993,0.0025484814669602196,191800.0,1456.0,2087.0,0.0075912408759124085,0.043623693691063226,,MS,Metropolitan Statistical Area,1404.0,3941.0,0.0067695167107006534,0.0073125,0.005395454500944939,0.031930610855364555,258,218,233,189,180,303,345,324,276,315,290,214,305,96,180,125
"Napa, CA",34900,0.003547834597504282,0.009703559339419427,137384.0,-0.02567994042764441,-0.010166072264851039,0.1145930776426567,831800.0,0.25063900165388664,2047.0,0.2898550724637681,0.24609281077182016,55588.0,"Napa, CA",2,34900,76100.0,-0.003926701570680646,71812.0,0.2776390045332593,4.3,2023.0,281.0,0.0,0.0,50.0,331.0,84.89425981873111,0.0,0.0,15.105740181268882,0.005954522558825646,947950.0,3447.0,4349.0,0.0036362677356400652,0.031392131498275466,-0.01275797373358356,CA,Metropolitan Statistical Area,5001.0,1772.0,0.0037490367805937813,0.006012262563116134,0.006012357647150985,-0.002360873421656157,44,19,79,81,358,277,154,233,207,23,11,118,8,340,235,126
"Savannah, GA",42340,0.11537771655294632,0.019316512798992866,406575.0,0.0770883446894637,0.01253670235418052,0.1142499002905817,318400.0,0.5486381322957199,1282.0,0.46849942726231386,0.4026381909547739,175510.0,"Savannah, GA",3,42340,207800.0,0.10473152578415745,43524.0,0.10230205973766004,3.8,2023.0,2620.0,16.0,16.0,752.0,3388.0,77.33175914994096,0.4722550177095632,0.4722550177095632,22.195985832349468,0.019303743376445786,343500.0,1982.0,2541.0,0.005770014556040757,0.05588555202799306,0.010463378176382765,GA,Metropolitan Statistical Area,2181.0,2881.0,1.276942254707994e-05,0.0068498743718592965,0.018908571036886892,0.19803234950912926,326,315,317,302,56,76,233,54,113,286,140,287,127,216,197,127
"Houma, LA",26380,0.02624132058168479,-0.0004976267034144848,206082.0,-0.02413592260594093,-0.008157784547856596,0.1141005632082513,189600.0,0.23921568627450981,863.0,0.2957957957957958,0.45516877637130804,88422.0,"Houma-Bayou Cane-Thibodaux, LA",2,26380,85600.0,-0.026166097838452806,55191.76000000001,0.0073459625678600204,3.8,2023.0,591.0,10.0,13.0,13.0,617.0,95.78606158833064,1.6207455429497568,2.106969205834684,2.106969205834684,0.006977901427246613,167900.0,1110.0,1965.0,0.006611078022632519,0.024565710574457,,LA,Metropolitan Statistical Area,787.0,4409.0,-0.007475528130661098,0.0041508438818565405,0.006942608423175974,-0.01816609712548891,101,23,21,30,220,27,242,209,23,337,239,68,310,77,323,128
"Great Falls, MT",24500,0.005642323241136608,0.011200795461192022,84423.0,0.0318641830448812,0.002910499180308394,0.1139101019937471,286500.0,0.5134706814580031,874.0,0.2362093352192362,0.30506108202443283,39022.0,"Great Falls, MT",1,24500,38000.0,0.032608695652173836,61066.719999999994,0.5656045860551926,3.4,2023.0,143.0,8.0,8.0,0.0,151.0,94.70198675496688,5.298013245033113,5.298013245033113,0.0,0.003869612013735841,335900.0,1569.0,3630.0,0.004671033045549271,0.037420965784574545,,MT,Metropolitan Statistical Area,1892.0,3831.0,0.00733118344745618,0.006603839441535777,0.002281562429619185,0.007439877487888629,48,201,178,123,313,368,303,292,283,88,57,161,161,102,204,129
"Champaign, IL",16580,0.012380302416344986,0.00741723259762309,236707.0,-0.004801365572274847,-0.0005446807073248999,0.1134404736335876,207400.0,0.29140722291407223,840.0,0.21562952243125905,0.40501446480231434,107087.0,"Champaign-Urbana, IL",2,16580,126300.0,0.08133561643835607,48826.44,0.04987924325774862,4.8,2023.0,245.0,14.0,17.0,347.0,609.0,40.229885057471265,2.2988505747126435,2.7914614121510675,56.97865353037767,0.005686964804317985,236200.0,1625.0,2358.0,0.006879762912785775,0.06415879455641216,,IL,Metropolitan Statistical Area,3852.0,3587.0,0.0017302677933051054,0.018572806171648987,0.010927998589935666,0.08888355017499033,66,66,287,261,114,43,92,238,152,289,257,327,279,143,20,130
"Decatur, AL",19460,0.03176729986431479,0.015101455079428647,156218.0,0.0247499098035357,0.003346243023308092,0.11314400676444,213500.0,0.6113207547169811,652.0,0.2859960552268245,0.3053864168618267,68594.0,"Decatur, AL",2,19460,61200.0,0.060658578856152445,55497.52,0.21100646771814358,2.9,2023.0,307.0,0.0,12.0,0.0,319.0,96.23824451410658,0.0,3.761755485893417,0.0,0.00465055252646004,242900.0,1424.0,1856.0,0.0058624948538493205,0.03287159615332502,0.01166489925768821,AL,Metropolitan Statistical Area,585.0,3798.0,0.010450902552968606,0.0027400468384074944,0.004553332745806527,0.027619869341980637,126,169,234,182,228,189,338,262,325,89,149,133,270,105,363,131
"Joplin, MO",27900,0.011360651431573417,0.005549751893444764,201187.0,0.01990773598296664,0.00493006993006993,0.1130704199396466,169600.0,0.344964314036479,659.0,0.23639774859287055,0.388561320754717,86822.0,"Joplin, MO-KS",2,27900,84800.0,0.044334975369458185,48620.0,0.5010917030567685,3.8,2023.0,529.0,94.0,146.0,122.0,797.0,66.37390213299875,11.79422835633626,18.318695106649937,15.307402760351318,0.009179700997443044,183400.0,1160.0,1575.0,0.0063249727371864775,0.054437004151431045,0.0315040650406504,MO,Metropolitan Statistical Area,981.0,4114.0,-0.00362994910399828,0.0057841981132075474,0.006864271515721238,0.03043273085787745,64,153,211,186,111,361,236,170,54,258,209,281,338,87,250,132
"State College, PA",44300,0.009963611159244498,0.00779818100079538,158665.0,-0.012331461723292208,-0.0013469369771964828,0.1130234964694424,322900.0,0.3757988922028121,1085.0,0.3103864734299517,0.3360173428305977,65712.0,"State College, PA",2,44300,82200.0,0.01606922126081578,43227.6,0.29208243961577907,3.6,2023.0,316.0,2.0,18.0,10.0,344.0,91.86046511627907,0.5813953488372093,5.232558139534884,2.9069767441860463,0.0052349646944241535,347700.0,371.0,1028.0,0.0010670117917745182,0.05264407872916266,,PA,Metropolitan Statistical Area,3017.0,2130.0,0.0025632163063712262,0.00934344998451533,0.006609676566493346,0.010621235520941073,58,45,142,133,52,295,274,249,176,145,1,273,122,289,136,133
